,Date,Index,Compound,Positive,Neutral,Negative
0,03-27-2018,DJIA,-0.002128571428571423,0.05642857142857143,0.06357142857142857,0.8798571428571428
1,03-28-2018,DJIA,0.8553,0.29,0.0,0.71
2,04-01-2018,DJIA,0.11466666666666667,0.03244444444444444,0.0,0.9675555555555556
3,04-02-2018,DJIA,0.4767,0.12400000000000003,0.0,0.8760000000000001
4,04-03-2018,DJIA,0.26648750000000004,0.12774999999999997,0.031625,0.840625
5,04-04-2018,DJIA,0.12589999999999998,0.06557142857142857,0.03242857142857143,0.9018571428571428
6,04-05-2018,DJIA,0.13847500000000001,0.06,0.01625,0.9237500000000001
